athlete,athlete_id,country_noc,sexo,sport,medal,edition
Vreni Schneider,82306,SUI,Women,Alpine Skiing,Gold,1988 Winter Olympics
Vreni Schneider,82306,SUI,Women,Alpine Skiing,Gold,1988 Winter Olympics
Anita Wachter,82974,AUT,Women,Alpine Skiing,Gold,1988 Winter Olympics
Patrick Ortlieb,96093,AUT,Men,Alpine Skiing,Gold,1992 Winter Olympics
Kjetil André Aamodt,99335,NOR,Men,Alpine Skiing,Gold,1992 Winter Olympics
Alberto Tomba,98310,ITA,Men,Alpine Skiing,Gold,1992 Winter Olympics
Finn Christian Jagge,87433,NOR,Men,Alpine Skiing,Gold,1992 Winter Olympics
Josef Polig,96516,ITA,Men,Alpine Skiing,Gold,1992 Winter Olympics
Kerrin Lee-Gartner,81647,CAN,Women,Alpine Skiing,Gold,1992 Winter Olympics
Deborah Compagnoni,80870,ITA,Women,Alpine Skiing,Gold,1992 Winter Olympics
Pernilla Wiberg,83038,SWE,Women,Alpine Skiing,Gold,1992 Winter Olympics
Petra Kronberger,81574,AUT,Women,Alpine Skiing,Gold,1992 Winter Olympics
Petra Kronberger,81574,AUT,Women,Alpine Skiing,Gold,1992 Winter Olympics
Tommy Moe,95516,USA,Men,Alpine Skiing,Gold,1994 Winter Olympics
Markus Wasmeier,98834,GER,Men,Alpine Skiing,Gold,1994 Winter Olympics
Markus Wasmeier,98834,GER,Men,Alpine Skiing,Gold,1994 Winter Olympics
Thomas Stangassinger,97765,AUT,Men,Alpine Skiing,Gold,1994 Winter Olympics
Lasse Kjus,88005,NOR,Men,Alpine Skiing,Gold,1994 Winter Olympics
Katja Seizinger,82343,GER,Women,Alpine Skiing,Gold,1994 Winter Olympics
Diann Roffe-Steinrotter,82213,USA,Women,Alpine Skiing,Gold,1994 Winter Olympics
Deborah Compagnoni,80870,ITA,Women,Alpine Skiing,Gold,1994 Winter Olympics
Vreni Schneider,82306,SUI,Women,Alpine Skiing,Gold,1994 Winter Olympics
Pernilla Wiberg,83038,SWE,Women,Alpine Skiing,Gold,1994 Winter Olympics
Jean-Luc Crétier,84901,FRA,Men,Alpine Skiing,Gold,1998 Winter Olympics
Hermann Maier,99494,AUT,Men,Alpine Skiing,Gold,1998 Winter Olympics
Hermann Maier,99494,AUT,Men,Alpine Skiing,Gold,1998 Winter Olympics
Hans Petter Buraas,99508,NOR,Men,Alpine Skiing,Gold,1998 Winter Olympics
Mario Reiter,99528,AUT,Men,Alpine Skiing,Gold,1998 Winter Olympics
Katja Seizinger,82343,GER,Women,Alpine Skiing,Gold,1998 Winter Olympics
Picabo Street,82474,USA,Women,Alpine Skiing,Gold,1998 Winter Olympics
Deborah Compagnoni,80870,ITA,Women,Alpine Skiing,Gold,1998 Winter Olympics
Hilde Gerg,81135,GER,Women,Alpine Skiing,Gold,1998 Winter Olympics
Katja Seizinger,82343,GER,Women,Alpine Skiing,Gold,1998 Winter Olympics
Fritz Strobl,99487,AUT,Men,Alpine Skiing,Gold,2002 Winter Olympics
Kjetil André Aamodt,99335,NOR,Men,Alpine Skiing,Gold,2002 Winter Olympics
Stephan Eberharter,85391,AUT,Men,Alpine Skiing,Gold,2002 Winter Olympics
Jean-Pierre Vidal,101815,FRA,Men,Alpine Skiing,Gold,2002 Winter Olympics
Kjetil André Aamodt,99335,NOR,Men,Alpine Skiing,Gold,2002 Winter Olympics
Carole Montillet,99426,FRA,Women,Alpine Skiing,Gold,2002 Winter Olympics
Daniela Ceccarelli,101285,ITA,Women,Alpine Skiing,Gold,2002 Winter Olympics
Janica Kostelić,99432,CRO,Women,Alpine Skiing,Gold,2002 Winter Olympics
Janica Kostelić,99432,CRO,Women,Alpine Skiing,Gold,2002 Winter Olympics
Janica Kostelić,99432,CRO,Women,Alpine Skiing,Gold,2002 Winter Olympics
Antoine Dénériaz,101053,FRA,Men,Alpine Skiing,Gold,2006 Winter Olympics
Kjetil André Aamodt,99335,NOR,Men,Alpine Skiing,Gold,2006 Winter Olympics
Benjamin Raich,101751,AUT,Men,Alpine Skiing,Gold,2006 Winter Olympics
Benjamin Raich,101751,AUT,Men,Alpine Skiing,Gold,2006 Winter Olympics
Ted Ligety,110095,USA,Men,Alpine Skiing,Gold,2006 Winter Olympics
Michaela Dorfmeister,99428,AUT,Women,Alpine Skiing,Gold,2006 Winter Olympics
Michaela Dorfmeister,99428,AUT,Women,Alpine Skiing,Gold,2006 Winter Olympics
Julia Mancuso,101440,USA,Women,Alpine Skiing,Gold,2006 Winter Olympics
Anja Pärson,101719,SWE,Women,Alpine Skiing,Gold,2006 Winter Olympics
Janica Kostelić,99432,CRO,Women,Alpine Skiing,Gold,2006 Winter Olympics
Klas Lestander,89583,SWE,Men,Biathlon,Gold,1960 Winter Olympics
Vladimir Melanin,95364,RUS,Men,Biathlon,Gold,1964 Winter Olympics
Magnar Solberg,97681,NOR,Men,Biathlon,Gold,1968 Winter Olympics
Nikolay Puzanov,96655,RUS,Men,Biathlon,Gold,1968 Winter Olympics
Magnar Solberg,97681,NOR,Men,Biathlon,Gold,1972 Winter Olympics
Ivan Byakov,84515,RUS,Men,Biathlon,Gold,1972 Winter Olympics
Nikolay Kruglov,88660,RUS,Men,Biathlon,Gold,1976 Winter Olympics
Ivan Byakov,84515,RUS,Men,Biathlon,Gold,1976 Winter Olympics
Frank Ullrich,98475,GDR,Men,Biathlon,Gold,1980 Winter Olympics
Anatoly Alyabyev,83572,RUS,Men,Biathlon,Gold,1980 Winter Olympics
Vladimir Barnashov,83855,RUS,Men,Biathlon,Gold,1980 Winter Olympics
Eirik Kvalfoss,88745,NOR,Men,Biathlon,Gold,1984 Winter Olympics
Peter Angerer,83647,FRG,Men,Biathlon,Gold,1984 Winter Olympics
Dmitry Vasilyev,98582,RUS,Men,Biathlon,Gold,1984 Winter Olympics
Frank-Peter Roetsch,97058,GDR,Men,Biathlon,Gold,1988 Winter Olympics
Frank-Peter Roetsch,97058,GDR,Men,Biathlon,Gold,1988 Winter Olympics
Valery Medvedtsev,95344,RUS,Men,Biathlon,Gold,1988 Winter Olympics
Mark Kirchner,87980,GER,Men,Biathlon,Gold,1992 Winter Olympics
Yauhen Redzkin,96759,EUN,Men,Biathlon,Gold,1992 Winter Olympics
Ricco Groß,86249,GER,Men,Biathlon,Gold,1992 Winter Olympics
Anfisa Reztsova,82183,EUN,Women,Biathlon,Gold,1992 Winter Olympics
Antje Misersky,81845,GER,Women,Biathlon,Gold,1992 Winter Olympics
Anne Briand,80728,FRA,Women,Biathlon,Gold,1992 Winter Olympics
Sergey Chepikov,84718,RUS,Men,Biathlon,Gold,1994 Winter Olympics
Sergey Tarasov,98167,RUS,Men,Biathlon,Gold,1994 Winter Olympics
Mark Kirchner,87980,GER,Men,Biathlon,Gold,1994 Winter Olympics
Myriam Bédard,80617,CAN,Women,Biathlon,Gold,1994 Winter Olympics
Myriam Bédard,80617,CAN,Women,Biathlon,Gold,1994 Winter Olympics
Nadezhda Talanova,82536,RUS,Women,Biathlon,Gold,1994 Winter Olympics
Ole Einar Bjørndalen,84154,NOR,Men,Biathlon,Gold,1998 Winter Olympics
Halvard Hanevold,86432,NOR,Men,Biathlon,Gold,1998 Winter Olympics
Ricco Groß,86249,GER,Men,Biathlon,Gold,1998 Winter Olympics
Galina Kukleva,99551,RUS,Women,Biathlon,Gold,1998 Winter Olympics
Ekaterina Dafovska,80903,BUL,Women,Biathlon,Gold,1998 Winter Olympics
Martina Zellner,99563,GER,Women,Biathlon,Gold,1998 Winter Olympics
Ole Einar Bjørndalen,84154,NOR,Men,Biathlon,Gold,2002 Winter Olympics
Ole Einar Bjørndalen,84154,NOR,Men,Biathlon,Gold,2002 Winter Olympics
Ole Einar Bjørndalen,84154,NOR,Men,Biathlon,Gold,2002 Winter Olympics
Halvard Hanevold,86432,NOR,Men,Biathlon,Gold,2002 Winter Olympics
Kati Wilhelm,100035,GER,Women,Biathlon,Gold,2002 Winter Olympics
Andrea Henkel,101160,GER,Women,Biathlon,Gold,2002 Winter Olympics
Olga Pylyova,101161,RUS,Women,Biathlon,Gold,2002 Winter Olympics
Katrin Apel,99552,GER,Women,Biathlon,Gold,2002 Winter Olympics
Sven Fischer,85733,GER,Men,Biathlon,Gold,2006 Winter Olympics
Michael Greis,101373,GER,Men,Biathlon,Gold,2006 Winter Olympics
Vincent Defrasne,101200,FRA,Men,Biathlon,Gold,2006 Winter Olympics
Michael Greis,101373,GER,Men,Biathlon,Gold,2006 Winter Olympics
Michael Greis,101373,GER,Men,Biathlon,Gold,2006 Winter Olympics
Florence Baverel-Robert,99570,FRA,Women,Biathlon,Gold,2006 Winter Olympics
Svetlana Ishmuratova,101164,RUS,Women,Biathlon,Gold,2006 Winter Olympics
Kati Wilhelm,100035,GER,Women,Biathlon,Gold,2006 Winter Olympics
Anna-Carin Olofsson,100995,SWE,Women,Biathlon,Gold,2006 Winter Olympics
Svetlana Ishmuratova,101164,RUS,Women,Biathlon,Gold,2006 Winter Olympics
Alfred Aufdenblatten,83745,SUI,Men,Military Ski Patrol,Gold,1924 Winter Olympics
Ross Rebagliati,99650,CAN,Men,Snowboarding,Gold,1998 Winter Olympics
Gian Simmen,99681,SUI,Men,Snowboarding,Gold,1998 Winter Olympics
Karine Ruby,99742,FRA,Women,Snowboarding,Gold,1998 Winter Olympics
Nicola Thost,99716,GER,Women,Snowboarding,Gold,1998 Winter Olympics
Philipp Schoch,101465,SUI,Men,Snowboarding,Gold,2002 Winter Olympics
Ross Powers,99683,USA,Men,Snowboarding,Gold,2002 Winter Olympics
Isabelle Blanc,99761,FRA,Women,Snowboarding,Gold,2002 Winter Olympics
Kelly Clark,101100,USA,Women,Snowboarding,Gold,2002 Winter Olympics
Philipp Schoch,101465,SUI,Men,Snowboarding,Gold,2006 Winter Olympics
Shaun White,109860,USA,Men,Snowboarding,Gold,2006 Winter Olympics
Seth Wescott,110450,USA,Men,Snowboarding,Gold,2006 Winter Olympics
Daniela Meuli,101486,SUI,Women,Snowboarding,Gold,2006 Winter Olympics
Hannah Teter,109966,USA,Women,Snowboarding,Gold,2006 Winter Olympics
Tanja Frieden,110949,SUI,Women,Snowboarding,Gold,2006 Winter Olympics
Edgar Grospiron,86246,FRA,Men,Freestyle Skiing,Gold,1992 Winter Olympics
Donna Weinbrecht,83021,USA,Women,Freestyle Skiing,Gold,1992 Winter Olympics
Sonny Schönbächler,97377,SUI,Men,Freestyle Skiing,Gold,1994 Winter Olympics
Jean-Luc Brassard,84335,CAN,Men,Freestyle Skiing,Gold,1994 Winter Olympics
Lina Cheryazova,82842,UZB,Women,Freestyle Skiing,Gold,1994 Winter Olympics
Stine Lise Hattestad,81261,NOR,Women,Freestyle Skiing,Gold,1994 Winter Olympics
Eric Bergoust,84047,USA,Men,Freestyle Skiing,Gold,1998 Winter Olympics
Jonny Moseley,99771,USA,Men,Freestyle Skiing,Gold,1998 Winter Olympics
Nikki Stone,82470,USA,Women,Freestyle Skiing,Gold,1998 Winter Olympics
Tae Satoya,82275,JPN,Women,Freestyle Skiing,Gold,1998 Winter Olympics
Aleš Valenta,99798,CZE,Men,Freestyle Skiing,Gold,2002 Winter Olympics
Janne Lahtela,88817,FIN,Men,Freestyle Skiing,Gold,2002 Winter Olympics
Alisa Camplin,101576,AUS,Women,Freestyle Skiing,Gold,2002 Winter Olympics
Kari Traa,82892,NOR,Women,Freestyle Skiing,Gold,2002 Winter Olympics
Han Xiaopeng,101601,CHN,Men,Freestyle Skiing,Gold,2006 Winter Olympics
Dale Begg-Smith,110337,AUS,Men,Freestyle Skiing,Gold,2006 Winter Olympics
Evelyne Leu,99822,SUI,Women,Freestyle Skiing,Gold,2006 Winter Olympics
Jennifer Heil,101984,CAN,Women,Freestyle Skiing,Gold,2006 Winter Olympics
Thorleif Haug,86509,NOR,Men,Cross Country Skiing,Gold,1924 Winter Olympics
Thorleif Haug,86509,NOR,Men,Cross Country Skiing,Gold,1924 Winter Olympics
Johan Grøttumsbraaten,86270,NOR,Men,Cross Country Skiing,Gold,1928 Winter Olympics
Per Erik Hedlund,86546,SWE,Men,Cross Country Skiing,Gold,1928 Winter Olympics
Sven Utterström,98503,SWE,Men,Cross Country Skiing,Gold,1932 Winter Olympics
Veli Saarinen,98104,FIN,Men,Cross Country Skiing,Gold,1932 Winter Olympics
Erik Larsson,89438,SWE,Men,Cross Country Skiing,Gold,1936 Winter Olympics
Elis Wiklund,98949,SWE,Men,Cross Country Skiing,Gold,1936 Winter Olympics
Matti Lähde,92000,FIN,Men,Cross Country Skiing,Gold,1936 Winter Olympics
Martin Lundström,91969,SWE,Men,Cross Country Skiing,Gold,1948 Winter Olympics
Nils Karlsson,87794,SWE,Men,Cross Country Skiing,Gold,1948 Winter Olympics
Gunnar Eriksson,85547,SWE,Men,Cross Country Skiing,Gold,1948 Winter Olympics
Hallgeir Brenden,84355,NOR,Men,Cross Country Skiing,Gold,1952 Winter Olympics
Veikko Hakulinen,86390,FIN,Men,Cross Country Skiing,Gold,1952 Winter Olympics
Heikki Hasu,86504,FIN,Men,Cross Country Skiing,Gold,1952 Winter Olympics
Lydia Wideman,83039,FIN,Women,Cross Country Skiing,Gold,1952 Winter Olympics
Hallgeir Brenden,84355,NOR,Men,Cross Country Skiing,Gold,1956 Winter Olympics
Veikko Hakulinen,86390,FIN,Men,Cross Country Skiing,Gold,1956 Winter Olympics
Sixten Jernberg,87535,SWE,Men,Cross Country Skiing,Gold,1956 Winter Olympics
Pavel Kolchin,88115,RUS,Men,Cross Country Skiing,Gold,1956 Winter Olympics
Lyubov Kozyreva,80591,RUS,Women,Cross Country Skiing,Gold,1956 Winter Olympics
Mirja Hietamies,81295,FIN,Women,Cross Country Skiing,Gold,1956 Winter Olympics
Håkon Brusveen,84425,NOR,Men,Cross Country Skiing,Gold,1960 Winter Olympics
Sixten Jernberg,87535,SWE,Men,Cross Country Skiing,Gold,1960 Winter Olympics
Kalevi Hämäläinen,87281,FIN,Men,Cross Country Skiing,Gold,1960 Winter Olympics
Eero Mäntyranta,95693,FIN,Men,Cross Country Skiing,Gold,1960 Winter Olympics
Mariya Gusakova,81213,RUS,Women,Cross Country Skiing,Gold,1960 Winter Olympics
Irma Johansson,81412,SWE,Women,Cross Country Skiing,Gold,1960 Winter Olympics
Eero Mäntyranta,95693,FIN,Men,Cross Country Skiing,Gold,1964 Winter Olympics
Eero Mäntyranta,95693,FIN,Men,Cross Country Skiing,Gold,1964 Winter Olympics
Sixten Jernberg,87535,SWE,Men,Cross Country Skiing,Gold,1964 Winter Olympics
Assar Rönnlund,97051,SWE,Men,Cross Country Skiing,Gold,1964 Winter Olympics
Klavdiya Boyarskikh,80720,RUS,Women,Cross Country Skiing,Gold,1964 Winter Olympics
Klavdiya Boyarskikh,80720,RUS,Women,Cross Country Skiing,Gold,1964 Winter Olympics
Yevdokiya Mekshilo,81807,RUS,Women,Cross Country Skiing,Gold,1964 Winter Olympics
Harald Grønningen,86266,NOR,Men,Cross Country Skiing,Gold,1968 Winter Olympics
Franco Nones,95884,ITA,Men,Cross Country Skiing,Gold,1968 Winter Olympics
Ole Ellefsæter,85476,NOR,Men,Cross Country Skiing,Gold,1968 Winter Olympics
Pål Tyldum,98447,NOR,Men,Cross Country Skiing,Gold,1968 Winter Olympics
Toini Gustafsson,81216,SWE,Women,Cross Country Skiing,Gold,1968 Winter Olympics
Toini Gustafsson,81216,SWE,Women,Cross Country Skiing,Gold,1968 Winter Olympics
Inger Aufles,80563,NOR,Women,Cross Country Skiing,Gold,1968 Winter Olympics
Sven-Åke Lundbäck,91953,SWE,Men,Cross Country Skiing,Gold,1972 Winter Olympics
Vyacheslav Vedenin,98594,RUS,Men,Cross Country Skiing,Gold,1972 Winter Olympics
Pål Tyldum,98447,NOR,Men,Cross Country Skiing,Gold,1972 Winter Olympics
Yury Skobov,97602,RUS,Men,Cross Country Skiing,Gold,1972 Winter Olympics
Galina Kulakova,81587,RUS,Women,Cross Country Skiing,Gold,1972 Winter Olympics
Galina Kulakova,81587,RUS,Women,Cross Country Skiing,Gold,1972 Winter Olympics
Alevtina Olyunina,82402,RUS,Women,Cross Country Skiing,Gold,1972 Winter Olympics
Nikolay Bazhukov,83924,RUS,Men,Cross Country Skiing,Gold,1976 Winter Olympics
Sergey Savelyev,97200,RUS,Men,Cross Country Skiing,Gold,1976 Winter Olympics
Ivar Formo,85784,NOR,Men,Cross Country Skiing,Gold,1976 Winter Olympics
Juha Mieto,95428,FIN,Men,Cross Country Skiing,Gold,1976 Winter Olympics
Helena Takalo,81510,FIN,Women,Cross Country Skiing,Gold,1976 Winter Olympics
Raisa Smetanina,82399,RUS,Women,Cross Country Skiing,Gold,1976 Winter Olympics
Zinaida Amosova,96195,RUS,Women,Cross Country Skiing,Gold,1976 Winter Olympics
Thomas Wassberg,98835,SWE,Men,Cross Country Skiing,Gold,1980 Winter Olympics
Nikolay Zimyatov,99245,RUS,Men,Cross Country Skiing,Gold,1980 Winter Olympics
Nikolay Zimyatov,99245,RUS,Men,Cross Country Skiing,Gold,1980 Winter Olympics
Nikolay Bazhukov,83924,RUS,Men,Cross Country Skiing,Gold,1980 Winter Olympics
Raisa Smetanina,82399,RUS,Women,Cross Country Skiing,Gold,1980 Winter Olympics
Barbara Petzold,82082,GDR,Women,Cross Country Skiing,Gold,1980 Winter Olympics
Marlies Rostock,82227,GDR,Women,Cross Country Skiing,Gold,1980 Winter Olympics
Gunde Svan,98002,SWE,Men,Cross Country Skiing,Gold,1984 Winter Olympics
Nikolay Zimyatov,99245,RUS,Men,Cross Country Skiing,Gold,1984 Winter Olympics
Thomas Wassberg,98835,SWE,Men,Cross Country Skiing,Gold,1984 Winter Olympics
Benny Kohlberg,88098,SWE,Men,Cross Country Skiing,Gold,1984 Winter Olympics
Marja-Liisa Hämäläinen,81339,FIN,Women,Cross Country Skiing,Gold,1984 Winter Olympics
Marja-Liisa Hämäläinen,81339,FIN,Women,Cross Country Skiing,Gold,1984 Winter Olympics
Marja-Liisa Hämäläinen,81339,FIN,Women,Cross Country Skiing,Gold,1984 Winter Olympics
Anne Jahren,81385,NOR,Women,Cross Country Skiing,Gold,1984 Winter Olympics
Mikhail Devyatyarov,85186,RUS,Men,Cross Country Skiing,Gold,1988 Winter Olympics
Aleksey Prokurorov,96606,RUS,Men,Cross Country Skiing,Gold,1988 Winter Olympics
Gunde Svan,98002,SWE,Men,Cross Country Skiing,Gold,1988 Winter Olympics
Gunde Svan,98002,SWE,Men,Cross Country Skiing,Gold,1988 Winter Olympics
Marjo Matikainen,81783,FIN,Women,Cross Country Skiing,Gold,1988 Winter Olympics
Vida Vencienė,82933,RUS,Women,Cross Country Skiing,Gold,1988 Winter Olympics
Tamara Tikhonova,82869,RUS,Women,Cross Country Skiing,Gold,1988 Winter Olympics
Sviatlana Nahieykina,81906,RUS,Women,Cross Country Skiing,Gold,1988 Winter Olympics
Vegard Ulvang,98479,NOR,Men,Cross Country Skiing,Gold,1992 Winter Olympics
Bjørn Dæhlie,85378,NOR,Men,Cross Country Skiing,Gold,1992 Winter Olympics
Vegard Ulvang,98479,NOR,Men,Cross Country Skiing,Gold,1992 Winter Olympics
Bjørn Dæhlie,85378,NOR,Men,Cross Country Skiing,Gold,1992 Winter Olympics
Bjørn Dæhlie,85378,NOR,Men,Cross Country Skiing,Gold,1992 Winter Olympics
Marjut Lukkarinen,81715,FIN,Women,Cross Country Skiing,Gold,1992 Winter Olympics
Lyubov Yegorova,83087,EUN,Women,Cross Country Skiing,Gold,1992 Winter Olympics
Lyubov Yegorova,83087,EUN,Women,Cross Country Skiing,Gold,1992 Winter Olympics
Stefania Belmondo,80627,ITA,Women,Cross Country Skiing,Gold,1992 Winter Olympics
Raisa Smetanina,82399,EUN,Women,Cross Country Skiing,Gold,1992 Winter Olympics
Bjørn Dæhlie,85378,NOR,Men,Cross Country Skiing,Gold,1994 Winter Olympics
Bjørn Dæhlie,85378,NOR,Men,Cross Country Skiing,Gold,1994 Winter Olympics
Thomas Alsgaard,83560,NOR,Men,Cross Country Skiing,Gold,1994 Winter Olympics
Vladimir Smirnov,97646,KAZ,Men,Cross Country Skiing,Gold,1994 Winter Olympics
Marco Albarello,83518,ITA,Men,Cross Country Skiing,Gold,1994 Winter Olympics
Lyubov Yegorova,83087,RUS,Women,Cross Country Skiing,Gold,1994 Winter Olympics
Lyubov Yegorova,83087,RUS,Women,Cross Country Skiing,Gold,1994 Winter Olympics
Manuela Di Centa,80945,ITA,Women,Cross Country Skiing,Gold,1994 Winter Olympics
Manuela Di Centa,80945,ITA,Women,Cross Country Skiing,Gold,1994 Winter Olympics
Larisa Lazutina,81634,RUS,Women,Cross Country Skiing,Gold,1994 Winter Olympics
Bjørn Dæhlie,85378,NOR,Men,Cross Country Skiing,Gold,1998 Winter Olympics
Thomas Alsgaard,83560,NOR,Men,Cross Country Skiing,Gold,1998 Winter Olympics
Mika Myllylä,95680,FIN,Men,Cross Country Skiing,Gold,1998 Winter Olympics
Bjørn Dæhlie,85378,NOR,Men,Cross Country Skiing,Gold,1998 Winter Olympics
Erling Jevne,87536,NOR,Men,Cross Country Skiing,Gold,1998 Winter Olympics
Larisa Lazutina,81634,RUS,Women,Cross Country Skiing,Gold,1998 Winter Olympics
Larisa Lazutina,81634,RUS,Women,Cross Country Skiing,Gold,1998 Winter Olympics
Olga Danilova,80915,RUS,Women,Cross Country Skiing,Gold,1998 Winter Olympics
Yuliya Chepalova,100033,RUS,Women,Cross Country Skiing,Gold,1998 Winter Olympics
Larisa Lazutina,81634,RUS,Women,Cross Country Skiing,Gold,1998 Winter Olympics
Andrus Veerpalu,98596,EST,Men,Cross Country Skiing,Gold,2002 Winter Olympics
Frode Estil,101316,NOR,Men,Cross Country Skiing,Gold,2002 Winter Olympics
Christian Hoffmann,100066,AUT,Men,Cross Country Skiing,Gold,2002 Winter Olympics
Mikhail Ivanov,101321,RUS,Men,Cross Country Skiing,Gold,2002 Winter Olympics
Tor-Arne Hetland,100097,NOR,Men,Cross Country Skiing,Gold,2002 Winter Olympics
Frode Estil,101316,NOR,Men,Cross Country Skiing,Gold,2002 Winter Olympics
Bente Skari,81768,NOR,Women,Cross Country Skiing,Gold,2002 Winter Olympics
Beckie Scott,100029,CAN,Women,Cross Country Skiing,Gold,2002 Winter Olympics
Stefania Belmondo,80627,ITA,Women,Cross Country Skiing,Gold,2002 Winter Olympics
Gabriella Paruzzi,82035,ITA,Women,Cross Country Skiing,Gold,2002 Winter Olympics
Yuliya Chepalova,100033,RUS,Women,Cross Country Skiing,Gold,2002 Winter Olympics
Evi Sachenbacher,100986,GER,Women,Cross Country Skiing,Gold,2002 Winter Olympics
Andrus Veerpalu,98596,EST,Men,Cross Country Skiing,Gold,2006 Winter Olympics
Yevgeny Dementyev,109818,RUS,Men,Cross Country Skiing,Gold,2006 Winter Olympics
Giorgio Di Centa,100112,ITA,Men,Cross Country Skiing,Gold,2006 Winter Olympics
Björn Lind,101644,SWE,Men,Cross Country Skiing,Gold,2006 Winter Olympics
Fulvio Valbusa,98515,ITA,Men,Cross Country Skiing,Gold,2006 Winter Olympics
Björn Lind,101644,SWE,Men,Cross Country Skiing,Gold,2006 Winter Olympics
Kristina Šmigun,82400,EST,Women,Cross Country Skiing,Gold,2006 Winter Olympics
Kristina Šmigun,82400,EST,Women,Cross Country Skiing,Gold,2006 Winter Olympics
Kateřina Neumannová,81928,CZE,Women,Cross Country Skiing,Gold,2006 Winter Olympics
Chandra Crawford,109811,CAN,Women,Cross Country Skiing,Gold,2006 Winter Olympics
Yuliya Chepalova,100033,RUS,Women,Cross Country Skiing,Gold,2006 Winter Olympics
Anna Dahlberg,100997,SWE,Women,Cross Country Skiing,Gold,2006 Winter Olympics
Thorleif Haug,86509,NOR,Men,Nordic Combined,Gold,1924 Winter Olympics
Johan Grøttumsbraaten,86270,NOR,Men,Nordic Combined,Gold,1928 Winter Olympics
Johan Grøttumsbraaten,86270,NOR,Men,Nordic Combined,Gold,1932 Winter Olympics
Oddbjørn Hagen,86368,NOR,Men,Nordic Combined,Gold,1936 Winter Olympics
Heikki Hasu,86504,FIN,Men,Nordic Combined,Gold,1948 Winter Olympics
Simon Slåttvik,97636,NOR,Men,Nordic Combined,Gold,1952 Winter Olympics
Sverre Stenersen,97823,NOR,Men,Nordic Combined,Gold,1956 Winter Olympics
Georg Thoma,98235,GER,Men,Nordic Combined,Gold,1960 Winter Olympics
Tormod Knutsen,88070,NOR,Men,Nordic Combined,Gold,1964 Winter Olympics
Franz Keller,87863,FRG,Men,Nordic Combined,Gold,1968 Winter Olympics
Ulrich Wehling,98862,GDR,Men,Nordic Combined,Gold,1972 Winter Olympics
Ulrich Wehling,98862,GDR,Men,Nordic Combined,Gold,1976 Winter Olympics
Ulrich Wehling,98862,GDR,Men,Nordic Combined,Gold,1980 Winter Olympics
Tom Sandberg,97143,NOR,Men,Nordic Combined,Gold,1984 Winter Olympics
Hippolyt Kempf,87873,SUI,Men,Nordic Combined,Gold,1988 Winter Olympics
Hubert Schwarz,97348,FRG,Men,Nordic Combined,Gold,1988 Winter Olympics
Fabrice Guy,86334,FRA,Men,Nordic Combined,Gold,1992 Winter Olympics
Reiichi Mikata,95434,JPN,Men,Nordic Combined,Gold,1992 Winter Olympics
Fred Børre Lundberg,91950,NOR,Men,Nordic Combined,Gold,1994 Winter Olympics
Takanori Kono,88502,JPN,Men,Nordic Combined,Gold,1994 Winter Olympics
Bjarte Engen Vik,98643,NOR,Men,Nordic Combined,Gold,1998 Winter Olympics
Bjarte Engen Vik,98643,NOR,Men,Nordic Combined,Gold,1998 Winter Olympics
Samppa Lajunen,99970,FIN,Men,Nordic Combined,Gold,2002 Winter Olympics
Samppa Lajunen,99970,FIN,Men,Nordic Combined,Gold,2002 Winter Olympics
Samppa Lajunen,99970,FIN,Men,Nordic Combined,Gold,2002 Winter Olympics
